ID;Fecha Modificacion;Fecha Descarga;Id_Departamento;Cod_Departamento;Departamento_es;Departamento_eu;Fecha Inicio Dpto;Fecha Fin Dpto;Tipo_Estructura;Tipo_Organo_es;Tipo Organo_eu;Id_Organo;Cod_Organo;Organo_es;Organo_eu;Fecha Inicio Org;Fecha Fin Org;Id_CentroOrg;Cod_CentroOrg;CentroOrg_es;CentroOrg_eu;Fecha Inicio Centro;Id_TipoCentro;TipoCentro_es;TipoCentro_eu;Cod_CentroSAP;Centro_dest.or;Centro_Destino;Calle/Numero;CP;Pais;Municipio;Localidad;Telefono;Fax;Correo_Electronico;Id_Posicion;Cod_Posicion;Posicion_es;Posicion_eu;GR.PER;Des.ES.grupo;Des.EU.grupo;APER;Des.ES.area;Des.EU.area;Id_TipoCargo;TipoCargo_es;TipoCargo_eu;Id_Empleado;DatosPersonales;Fecha Nombramiento;BOPV Nombramiento;
100308;08/02/2021;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001624;9,06E+11; Agencia Vasca del Agua (URA); Uraren Euskal Agentzia (URA);01/01/1980;31/12/9999;30001628;9,06E+11; Dirección de Planificación y Obras; Plangintza eta Lanen Zuzendaritza;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007940;7004/1;DIRECTOR/A DE PLANIFICACIÓN Y OBRAS;PLANGINTZA ETA LANEN ZUZENDARIA;1;Cargo púb. directivo;Zuz. kargu publikoa;11;Directivo sec. púb.;Sek. pub. zuzendaria;AD03;Resto Rangos de Cargos;Gainerako karguen mailak;80100858;SANZ DE GALDEANO EQUIZA, JOSE MARIA;01/05/2008;;
100595;18/04/2023;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;5407;12200000000; Dirección para la Unión Europea; Europar Batasunerako Zuzendaritza;15/04/2023;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;1106;1056;SECRETARIA PARA LA PRESIDENCIA DEL GOBIERNO;NAVARRA, 2;1007;ES;59;63;945017900;;;60001776;9104/163;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80101305;ANTON ZARRAGOITIA, MIKEL;15/04/2023;71/2023;
100882;04/04/2017;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;90;FSP - Fundación Sector Público;SPF - Sektore Publikoko Fundazioa;30001729;9,10E+11; ELIKA - Fundación Vasca para la Seguridad Alimentaria; ELIKA - Nekazaritzako Elikagaien Segurtasunerako Euskal Fundazioa;01/01/1980;31/12/9999;30001729;9,10E+11; ELIKA - Fundación Vasca para la Seguridad Alimentaria; ELIKA - Nekazaritzako Elikagaien Segurtasunerako Euskal Fundazioa;01/01/1980;C40;FSP – FUNDACIÓN SECTOR PÚBLICO;SPF- SEKTORE PUBLIKOKO FUNDAZIOA;;;;;;;;;;;;60007953;7016/1;DIRECTOR/A GERENTE;ZUZENDARI GERENTEA;1;Cargo púb. directivo;Zuz. kargu publikoa;11;Directivo sec. púb.;Sek. pub. zuzendaria;AD03;Resto Rangos de Cargos;Gainerako karguen mailak;80101402;MADARIAGA ABERASTURI, MIREN ARANTZA;22/12/2016;;
101169;17/10/2020;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;4;OA - Organismo Autónomo;EA - Erakunde Autonomoa;6223;5,40E+11; Autoridad Vasca de la Competencia; Lehiaren Euskal Agintaritza;10/02/2012;31/12/9999;6223;5,40E+11; Autoridad Vasca de la Competencia; Lehiaren Euskal Agintaritza;10/02/2012;A16;ORGANISMO AUTÓNOMO;ERAKUNDE AUTONOMOA;1017;5433;GOBIERNO VASCO - BILBAO,  ERCILLA, 4;ERCILLA 4;48009;ES;20;;;;;434651;9118/2;VOCAL AUTORIDAD VASCA DE LA COMPETENCIA;LEHIAREN EUSKAL AGINTARITZAREN KONTSEILU;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80101474;ITURRIAGA NIEVA, RAFAEL;21/07/2018;140/2018;
101456;28/07/2023;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;6571;41100000000; Dirección de la Secretaría del Gobierno y de Relaciones con el Parlamento; Jaurlaritzaren Idazkaritzako eta Legebiltzarrarekiko Harremanetarako Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;410767;9104/24;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80101490;OTALORA ARIÑO, BEGOÑA;29/07/2023;143/2023;
101743;24/01/2022;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;4;OA - Organismo Autónomo;EA - Erakunde Autonomoa;6028;4,30E+11; IVAP-Instituto Vasco de la Administración Pública; IVAP-Herri Arduralaritzaren Euskal Erakundea;07/12/1986;31/12/9999;6312;4,30E+11; Dirección; Zuzendaritza;13/12/2002;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;405427;9111/1;DIRECTOR/A GENERAL (NIVEL DIRECTOR);ZUZENDARI NAGUSIA (ZUZENDARIA);B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80101533;BARRUETABEÑA ZENEKORTA, MAITE;25/01/2022;15/2022;
102030;16/10/2020;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;6498;60000000000; Consejería; Kontseilaritza;28/11/2016;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60031213;5296/1;ASESOR/A EN FONDOS ESTRUCTURALES;EGITURA-FUNTSETAKO AHOLKULARI;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;80101541;BURZAKO SAMPER, MIKEL;08/09/2020;193/2020;
102317;06/05/2021;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;5;OO - Otro Organismo;BE - Beste Erakunde;6230;4,90E+11; COJUAE, Comisión Jurídica Asesora de Euskadi; EABJ, Euskadiko Aholku Batzorde Juridikoa;16/12/2004;31/12/9999;6230;4,90E+11; COJUAE, Comisión Jurídica Asesora de Euskadi; EABJ, Euskadiko Aholku Batzorde Juridikoa;16/12/2004;A23;OTRO ORGANISMO;BESTELAKO ERAKUNDEA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;405415;9153/6;VOCAL COMISION JURIDICA ASESORA EUSKADI;EUSKADIKO AHOLKU BATZORDE JURIDIKO KIDEA;E;Cargo órg. adm. aut.;Adm-org. aut. kargua;E1;Miembro cojua;EABJko kidea;AC06;Vocal COJUA;Euskadiko Aholku Batzorde Juridikoko Bokala;80101793;URKIOLA MENDIBIL, Mª JESUS;10/05/2021;84/2021;
102604;17/11/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001602;9,06E+11; Dirección General; Zuzendaritza Nagusia;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007473;7053/1;DIRECTOR/A DIV. CORPO DE ECONO. FINANCIE;EKONOMIA ETA FINANTZAKO DIBISIO KORPORAT;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD12;Director/a División Corporativa de Económico-Financiero;Ekonomia Eta Finantzako Dibisio Korporatiboko Zuzendaria;80101874;ARANA ARABAOLAZA, JOSE NESTOR;28/10/2020;219/2020;
102891;06/09/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001610;9,06E+11; OSI Bilbao-Basurto; Bilbao-Basurtu ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007768;7062/1;DIRECTOR/A GERENTE GR.2;ZUZENDARI GERENTEA, 2. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD22;Director/a Gerente Gr.2;Zuzendari Gerentea, 2. Mailakoa;80102200;LARRAÑAGA GARITANO, JESUS Mª;17/02/2021;44/2021;
103178;25/10/2021;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;5;OO - Otro Organismo;BE - Beste Erakunde;6230;4,90E+11; COJUAE, Comisión Jurídica Asesora de Euskadi; EABJ, Euskadiko Aholku Batzorde Juridikoa;16/12/2004;31/12/9999;6230;4,90E+11; COJUAE, Comisión Jurídica Asesora de Euskadi; EABJ, Euskadiko Aholku Batzorde Juridikoa;16/12/2004;A23;OTRO ORGANISMO;BESTELAKO ERAKUNDEA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;428844;9153/4;VOCAL COMISION JURIDICA ASESORA EUSKADI;EUSKADIKO AHOLKU BATZORDE JURIDIKO KIDEA;E;Cargo órg. adm. aut.;Adm-org. aut. kargua;E1;Miembro cojua;EABJko kidea;AC06;Vocal COJUA;Euskadiko Aholku Batzorde Juridikoko Bokala;80102665;ERDAIDE GABIOLA, MIRARI;22/10/2021;211/2021;
103465;27/08/2021;16/01/2024;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;30002511;1,20E+11; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60032047;5308/1;ASESOR/A DE ANALISIS Y DESRROLLO NORMATI;ANALISIKO ETA ARAU GARAPENERAKO AHOLKULA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE01;Rango Viceconsejero/a;Sailburuorde maila;80103570;ECHAVE ARANZABAL, ION GURUTZ;16/07/2021;161/2021;
103752;16/10/2020;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;5451;31200000000; Dirección Economía Social; Gizarte Ekonomia Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;400044;9104/10;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80103730;DIAZ ARSUAGA, JOKIN;21/01/2017;14/2017;
104039;05/11/2021;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;90;CSP - Consorcio Sector Público;SPP - Sektore Publikoko Partzuergoa;30001720;9,20E+11; Consorcio Haurreskolak; Haurreskolak Partzuergoa;01/01/1980;31/12/9999;30001720;9,20E+11; Consorcio Haurreskolak; Haurreskolak Partzuergoa;01/01/1980;C50;CSP – CONSORCIO SECTOR PÚBLICO;SPP - SEKTORE PUBLIKOKO PARTZUERGOA;;;;;;;;;;;;60007978;7022/1;GERENTE;GERENTEA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD03;Resto Rangos de Cargos;Gainerako karguen mailak;80104261;AIZPURU SEGUROLA, Mª ELENA;18/10/2021;2020-2021;
104326;31/03/2021;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;5329;54100000000; Dirección de Calidad Ambiental y Economía Circular;INGURUMEN KALIT. ETA EKON. ZIRKUL. ZUZ.;06/03/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;446118;9104/77;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80104323;AGUIRRE ORCAJO, JAVIER;06/03/2021;47/2021;
104613;16/10/2020;16/01/2024;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;30002511;1,20E+11; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60030651;5223/9;ASESOR/A EN COMUNICACIONES;AHOLKULARIA KOMUNIKAZIO GAIETAN;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;80104647;COLMENERO SALGADO, SILVIA;08/09/2020;184/2020;
104900;28/11/2022;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;4;OA - Organismo Autónomo;EA - Erakunde Autonomoa;6748;4,80E+11; Osalan, Instituto Vasco Seguridad y Salud Laborales; Osalan, Laneko Segurtasun Osasunerako Euskal Erakundea;01/03/1996;31/12/9999;6859;4,80E+11; Dirección General; Zuzendaritza Nagusia;01/03/1996;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;1010;3905;EDIFICIO OSALAN - BARAKALDO;CAMINO DE LA DINAMITA, S/N;48903;ES;13;;944032190;;;410878;9111/5;DIRECTOR/A GENERAL (NIVEL DIRECTOR);ZUZENDARI NAGUSIA (ZUZENDARIA);B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80104859;ISCAR REINA, LOURDES;29/02/2020;41/2020;
105187;17/06/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001611;9,06E+11; OSI Barrualde-Galdakao; Barrualde-Galdakao ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007809;7067/2;DIRECTOR/A DE PERSONAL GR.2;LANGILEEN ZUZENDARIA, 2. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD27;Director/a de Personal Gr.2;Langileen Zuzendaria, 2. Mailakoa;80104985;DE ALLENDE ACHALANDABASO, MIREN AMAIA;24/05/2021;118/2021;
105474;19/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001612;9,06E+11; OSI Barakaldo-Sestao; Barakaldo-Sestao ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007830;7072/1;DIRECTOR/A DE PERSONAL GR.3;LANGILEEN ZUZENDARIA, 3. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD32;Director/a de Personal Gr.3;Langileen Zuzendaria, 3. Mailakoa;80105126;IGLESIA ROSENDE, MARIA CARMEN;06/05/2014;83/2014;
105761;16/11/2020;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;6561;63200000000; Dirección de Presupuestos; Aurrekontu Zuzendaritza;06/03/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;428308;9104/96;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80105328;GARAY IBAÑEZ DE ELEJALDE, JOSU IÑAKI;14/11/2020;226/2020;
106048;17/10/2020;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;6498;60000000000; Consejería; Kontseilaritza;28/11/2016;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001657;5266/1;ASESOR/A MATERIA DE INICIATI. PARLAMENTA;LEGEBILTZARREKO EKIMENEN ARLOKO AHOLKULA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;80105392;GABILONDO RUIZ, XABIER JOSEBA;08/09/2020;193/2020;
106335;23/10/2020;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;5147;73000000000; Viceconsejería de Formación Profesional; Lanbide Heziketako Sailburuordetza;28/11/2016;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;416647;9103/31;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80105809;AREVALO TURRILLAS, JORGE;25/04/2013;079/2013;
106622;05/11/2020;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;5941;1,00E+11; Dirección de Servicios; Zerbitzu Zuzendaritza;30/01/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;411026;9104/84;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80106740;ARIAS MARTINEZ, MIREN KARMELE;17/10/2020;204/2020;
106909;28/09/2022;16/01/2024;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;6871;1,10E+11; Dirección de Actividad Física y Deporte; Jarduera Fisikoaren eta Kirolaren Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;446153;9104/88;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80106744;ITURRIAGA MADARIAGA, GORKA;08/09/2022;173/2022;
107196;17/10/2020;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;30002508;30000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60030939;5292/1;ASESOR/A EN RELACIONES CON EL PARLAMENTO;LEGEBILTZARRAREKIKO HARREMANETARAKO AHOL;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;80106871;GARCIA ALONSO, ALFONSO;11/09/2020;186/2020;
107483;27/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;FSP - Fundación Sector Público;SPF - Sektore Publikoko Fundazioa;30001676;9,11E+11; Fundación Vasca de Innovación e Investigación Sanitarias (BIOEF); Berrikuntza eta Ikerkuntza Sanitariorako Euskal Fundazioa (BIOEF);01/01/1980;31/12/9999;30001676;9,11E+11; Fundación Vasca de Innovación e Investigación Sanitarias (BIOEF); Berrikuntza eta Ikerkuntza Sanitariorako Euskal Fundazioa (BIOEF);01/01/1980;C40;FSP – FUNDACIÓN SECTOR PÚBLICO;SPF- SEKTORE PUBLIKOKO FUNDAZIOA;;;;;;;;;;;;60008155;7091/1;COORDINADOR/A GEST. CONOC. Y EVAL.;KOORDINATZAILEA EZAGUTZ. KUD. ETA EBAL.;1;Cargo púb. directivo;Zuz. kargu publikoa;11;Directivo sec. púb.;Sek. pub. zuzendaria;AD03;Resto Rangos de Cargos;Gainerako karguen mailak;80106959;GUTIERREZ IBARLUCEA, IÑAKI;18/07/2019;138/2019;
107770;27/10/2020;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;6225;40000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;434086;9102/1;CONSEJERO/A DEL DEPARTAMENTO;SAILBURUA;A;Miembro Gobierno;Gobernuko kidea;A1;Miembro de Gobierno;Jaurlaritzako kidea;AC03;Consejero/a;Sailburua;80107031;GARAMENDI LANDA, OLATZ;08/09/2020;177/2020;
108057;31/03/2021;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;5486;40300000000; Dirección de Autogobierno; Autogobernu Zuzendaritza;30/01/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;435144;9104/26;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80107355;PEREZ DE EULATE GONZALEZ, BEGOÑA;30/01/2021;21/2021;
108344;23/10/2020;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;5773;74000000000; Viceconsejería de Universidades e Investigación; Unibertsitate eta Ikerketa Sailburuordetza;28/11/2016;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;404734;9103/26;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80107677;MORAIS EZQUERRO, ADOLFO;13/06/2015;109/2015;
